PuzzleId,Rating,FEN,Moves,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
lBsaZ,997,5k2/5p2/5p2/P7/2Q5/5P2/r2q1PP1/2R3K1 b - - 0 37,d2f2 g1h2 f2g2,114,88,16,endgame mate mateIn2 short,https://lichess.org/oRlng62u#73,
659of,997,r1b1n2k/pppp1Qpp/2n5/2q1P3/8/8/P2N1PPP/R4RK1 w - - 6 18,f7e8 c5f8 e8f8,89,91,289,hangingPiece kingsideAttack mate mateIn2 middlegame short,https://lichess.org/K4WGZlrv/black#34,Italian_Game Italian_Game_Classical_Variation
VUjyu,997,8/4r2k/4p2p/3p1p1N/3P1P1p/p1P4P/q4PQK/8 w - - 2 40,h5f6 h7h8 g2g8,76,97,1428,endgame mate mateIn2 short,https://lichess.org/005nmAwm/black#78,
Sjhdj,997,8/3Q1pk1/2R5/3Pp1b1/4P1P1/5PK1/3r4/8 b - - 3 35,g5f4 g3h4 d2h2,78,90,202,endgame mate mateIn2 short,https://lichess.org/x8icGHPG#69,
4O5y9,997,1k2r3/ppp5/7p/2Q5/7P/1P4P1/P2r2q1/1KR4R w - - 1 28,c5c7 b8a8 c7c8 e8c8 c1c8,83,91,277,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/xnmOuC2Z/black#54,
NC5pm,997,8/8/pp3kpp/8/P3QPPK/2q5/7P/8 b - - 2 40,g6g5 f4g5 h6g5 h4h5 c3h3,79,97,4273,endgame long mate mateIn3 queenEndgame,https://lichess.org/xjq83pty#79,
CQwXR,997,k5r1/p6r/p1p1q3/2Pp3n/3Pp3/1Q4Bp/P4P2/1R3RK1 w - - 2 29,b3b8 g8b8 b1b8,81,96,4244,mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/LdWKHRtH/black#56,
hiKUR,997,r1bq1rk1/ppp2pb1/2np3Q/1B2p1P1/4P3/2NP4/PPP2PP1/R3K2R w KQ - 1 13,h6h7,77,87,97,mate mateIn1 middlegame oneMove,https://lichess.org/ArxVtA7J/black#24,Ruy_Lopez Ruy_Lopez_Steinitz_Defense
e8r4Z,998,r4rk1/pp2ppb1/6p1/q3P2P/1n1p1B1P/P4P2/1PP1Q3/1NKR3R b - - 0 17,b4a2,76,100,94,mate mateIn1 middlegame oneMove,https://lichess.org/F7lIx8hU#33,Rapport-Jobava_System Rapport-Jobava_System_Other_variations
lDbcT,998,8/6nk/5Q2/6p1/2p1N2p/3p1P2/6PK/4q3 w - - 18 59,e4g5 h7g8 f6f7 g8h8 f7f8,79,91,289,endgame exposedKing long master mate mateIn3,https://lichess.org/SiRjDJLt/black#116,
Xp0kt,998,r6q/pp6/1n3k2/3p1p2/3P1Pn1/2PQ4/PP1N2K1/R1B3R1 b - - 2 27,h8h2 g2f1 h2f2,79,83,119,mate mateIn2 middlegame short,https://lichess.org/XdjATc3l#53,
Jwmsr,998,5r1k/6pp/6p1/1p6/p2PQq2/2P5/PPB2PPP/4R1K1 b - - 0 28,f4f2 g1h1 f2f1 e1f1 f8f1,76,93,478,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/X5YqLsmj#55,
vHjJZ,998,r5qr/1ppbpk2/1n1p2p1/p2P2Bp/PnP4P/3B1P2/1P2Q1P1/RN2K2R w KQ - 3 17,e2e7,78,88,346,mate mateIn1 middlegame oneMove,https://lichess.org/2lfhzkOF/black#32,Alekhine_Defense Alekhine_Defense_Two_Pawn_Attack
R1eB0,998,8/1pk5/2b1p2R/6P1/P2p4/1P4N1/2q3PP/Q6K b - - 0 33,c2g2,82,79,72,endgame mate mateIn1 oneMove,https://lichess.org/JbpHTiIW#65,
2sZZF,998,5rk1/1N3q1p/2p3p1/1pPp4/1P1Pp1Q1/2N1P3/6PP/R5K1 b - - 0 27,f7f2 g1h1 f2f1 a1f1 f8f1,88,93,1714,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/6fO23Aif#53,
UMUic,998,8/p1Q2pk1/2b3pp/8/5P2/4Pq1P/P4P1K/R5R1 b - - 0 30,f3f2 g1g2 f2g2,82,94,621,endgame mate mateIn2 short,https://lichess.org/MRzFHKeS#59,
iK6qH,998,7k/4N2p/8/2p1n3/p1P3P1/2Kp4/P6r/1R3R2 b - - 5 35,h2c2,76,83,137,endgame mate mateIn1 oneMove,https://lichess.org/3FbREYwV#69,
7cctN,998,1k3r2/ppp3Bp/2n1R3/2q5/2p5/3p3Q/PPP2PPP/R5K1 b - - 0 19,c5f2 g1h1 f2f1 a1f1 f8f1,188,100,32,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/vifH58kv#37,
5i8d9,998,4k2r/3q1pb1/2b1p1pp/4P1B1/1QPP4/5N2/5PPP/rN3RK1 w k - 0 21,b4b8 d7c8 b8c8,80,77,43,mate mateIn2 middlegame short,https://lichess.org/EJ1H1Hyf/black#40,
kBvWD,998,5rk1/8/pp2p2p/2p5/P1PRb1pq/1P2N3/4QP2/4RBK1 b - - 0 33,h4h1,75,99,1001,mate mateIn1 middlegame oneMove,https://lichess.org/dBcbMZZ4#65,
a189g,998,1k3r2/4R3/pp1P4/2p1P3/1nPn4/N5B1/PP1R3P/1K6 b - - 4 34,f8f1 g3e1 f1e1 d2d1 e1d1,90,75,45,long mate mateIn3 middlegame queensideAttack,https://lichess.org/ho7gU30v#67,
QILDM,998,r1b2rk1/pp3p1p/6p1/2pp1n2/3b1PB1/2NP2Pq/PPPB3P/2RQR2K b - - 2 15,f5g3,79,100,73,kingsideAttack mate mateIn1 oneMove opening pin,https://lichess.org/txdvyOzn#29,Sicilian_Defense Sicilian_Defense_McDonnell_Attack
rnLT5,998,7k/5K1P/6P1/p1p5/P7/1P6/8/3q4 w - - 0 55,g6g7 h8h7 g7g8q h7h6 g8g6,87,93,1246,advancedPawn endgame exposedKing long mate mateIn3 promotion queenEndgame,https://lichess.org/iFOdrvM4/black#108,
LfhxO,998,1k5r/pBp2pp1/7q/8/1P5P/P2PbQP1/2P5/R3Rb1K b - - 0 25,h6h4 g3h4 h8h4 f3h3 h4h3,121,91,40,exposedKing kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/e5Twgb7Q#49,
VC6iU,998,3r1r1k/5p1P/3pb1n1/1pq3QN/3R4/1P5P/P5P1/5RK1 w - - 1 34,g5f6 h8h7 f6g7,78,100,144,mate mateIn2 middlegame short,https://lichess.org/0huPNV2a/black#66,
x6Lfw,998,5rkr/pp6/1nbp1qpp/P1p5/8/2N5/1PP2PPP/R1BQR1K1 b - - 0 17,f6f2 g1h1 f2g2,78,89,293,kingsideAttack master mate mateIn2 middlegame short,https://lichess.org/e0lFdOMk#33,Benoni_Defense Benoni_Defense_Benoni-Indian_Defense
lcdwq,999,5rk1/pp3ppp/3p1r1B/2p1p3/4P1Q1/3P3P/PPP2P2/R4KNq w - - 0 25,g4g7,87,87,136,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/UkY3yJMZ/black#48,
DzNkV,999,2kr3r/pp3Q1p/3p1pp1/2p5/q1BnP3/3P1P2/PPP2P1P/2KR3R b - - 0 15,a4c2,78,90,191,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/Q7mChdh4#29,Sicilian_Defense Sicilian_Defense_Closed
9560Y,999,8/R3p3/4N1pk/1p1b4/3P4/P3R1pP/1r6/6K1 b - - 0 40,b2b1 e3e1 b1e1,93,94,3480,endgame mate mateIn2 short,https://lichess.org/aoqPoDWx#79,
2GulG,999,2rqk2r/pp3p2/5p1p/1P2b3/Q6B/P7/4PPPP/1R2KB1R b Kk - 0 18,e5c3,76,98,771,mate mateIn1 middlegame oneMove,https://lichess.org/PgraKFgx#35,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense
Y3crl,999,r4rk1/p4ppp/2p2P2/2b1P3/4p1Q1/3q4/PP4PP/R1B2R1K b - - 0 18,d3f1,153,52,26,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/NwEnsufB#35,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit
pXpts,999,r5k1/2p3pp/6r1/5Q2/Pp6/7P/3q2P1/b4R1K w - - 0 28,f5f7 g8h8 f7f8 a8f8 f1f8,87,92,629,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/jE7ZZPuw/black#54,
qBExV,999,8/8/8/p4pk1/P2R4/r2P1R2/4KP2/7r b - - 7 47,a3a2 e2e3 h1e1,76,100,384,endgame mate mateIn2 rookEndgame short,https://lichess.org/FC7T8IQc#93,
cX7Mm,999,r4rk1/p1p2ppp/1p1b4/2qP1QN1/4n3/8/PPP3PP/4RR1K w - - 0 19,f5h7,78,95,88,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/q5h1KgUs/black#36,Italian_Game Italian_Game_Two_Knights_Defense
1QQvj,999,7k/p1p3p1/2QR1q1p/2p5/n1P5/B7/P1P2PPP/6K1 b - - 0 22,f6a1 a3c1 a1c1 d6d1 c1d1,88,95,3048,backRankMate endgame long mate mateIn3,https://lichess.org/2MfLeuy5#43,
OX3uX,999,7R/8/kpK5/8/p7/1r5p/8/8 w - - 0 51,h8a8,147,83,18,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/laxnaMtp/black#100,
Dp0fp,999,2k4r/ppp2pp1/4p3/7q/Q6p/2P1P3/P4PPP/3R2K1 w - - 2 20,a4d7 c8b8 d7d8 h8d8 d1d8,79,90,963,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/eGQE7Gcm/black#38,
M0Ttl,999,1r2r1kb/1p3p1p/pq1p2pB/5b2/2PnRP2/PP4P1/6BP/3QR2K w - - 9 26,e4e8 b8e8 e1e8,87,56,105,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Q5bZGUJc/black#50,
DSjQh,999,r4rk1/1p3pp1/p7/4q3/2Bb2R1/2N5/PPP3P1/R4Q1K b - - 0 22,e5h5 g4h4 h5h4,88,100,38,fork mate mateIn2 middlegame short,https://lichess.org/lbGpDunQ#43,
h7XoL,999,5rk1/p4pp1/7p/4R3/2Pp1r2/7K/4QqP1/1R1B4 b - - 2 31,f2h4,89,93,1777,mate mateIn1 middlegame oneMove,https://lichess.org/UDRuykJO#61,
FyQFf,999,5rk1/2p3pp/1p1p4/p2P1Nn1/2P3r1/2P5/P6K/2R2R2 w - - 0 31,f5e7 g8h8 f1f8,87,89,587,backRankMate deflection discoveredAttack endgame mate mateIn2 short,https://lichess.org/ltgYxdSE/black#60,
iJB6a,999,5k2/5pp1/p2p1r1p/q1pQ1P2/1pP5/6P1/P6P/4R1K1 w - - 3 32,d5a8 a5d8 a8d8,96,74,51,endgame mate mateIn2 short,https://lichess.org/gNTHDvqp/black#62,
Ch9BO,999,2rqr3/pp3pk1/2n4p/4N1p1/3Pp3/1Q4P1/PP2bPP1/R3R1K1 w - - 0 20,b3f7 g7h8 e5g6,78,97,3846,mate mateIn2 middlegame short,https://lichess.org/F0FJ1A4P/black#38,Sicilian_Defense Sicilian_Defense_Old_Sicilian
ZAMup,999,3r3k/ppp2npp/2n2q2/5p2/2N2P2/1BP2p1P/PP2R3/4Q1K1 w - - 0 23,e2e8 d8e8 e1e8,87,88,79,backRankMate mate mateIn2 middlegame short,https://lichess.org/JMX5hSow/black#44,
I3XLz,999,5rk1/3b1ppp/4p3/p1P5/2N4Q/4P3/Pr3nPP/R3KR2 b Q - 0 19,f2d3 e1d1 d7a4,84,94,194,mate mateIn2 middlegame short,https://lichess.org/wP43kYVn#37,
fxkqk,999,8/1p3r2/p1pBp1k1/2Pb4/1P4K1/P5P1/1R6/8 b - - 2 37,d5f3 g4h4 f7h7,81,95,1141,endgame mate mateIn2 short,https://lichess.org/fqD9jvMK#73,
5MLs4,1000,1k1N4/pp1n2p1/2p1p1p1/2P3P1/3P4/5q1r/PP1K1P2/2RQR3 b - - 6 25,f3d3,76,83,413,master mate mateIn1 middlegame oneMove,https://lichess.org/fNd5BFPb#49,
O4t8t,1000,5rk1/pp2BRpp/1n6/3pP3/8/2q4P/P4rP1/5RK1 w - - 0 26,f7f8 f2f8 f1f8,86,95,5540,mate mateIn2 middlegame short xRayAttack,https://lichess.org/DHiWcO9l/black#50,
BlDjp,1000,2r5/4p1k1/6p1/8/1p1P1PP1/pPq5/P1PQ4/1K1R4 b - - 1 31,c3b2,76,98,491,endgame master mate mateIn1 oneMove,https://lichess.org/Lmo2pdT6#61,
yTfIM,1000,2r2b1r/1bN1kp1p/pBn1p1p1/1p2P2n/8/P4N2/1P3PPP/3RKB1R w K - 2 16,b6c5,75,100,711,mate mateIn1 middlegame oneMove,https://lichess.org/2KnmGwhJ/black#30,Sicilian_Defense Sicilian_Defense_Delayed_Alapin_Variation
uH5FK,1000,3r1r2/pp2N1pk/1bp2p2/2q5/4PPP1/P4BP1/1P2b1K1/1R6 w - - 0 29,b1h1 c5h5 h1h5,77,96,12880,anastasiaMate mate mateIn2 middlegame short,https://lichess.org/hHaDKSQb/black#56,
ZyVD0,1000,r2k4/pp3p1p/3qp1r1/1QBpn3/8/8/PPP2PPP/R4RK1 b - - 8 21,e5f3 g1h1 d6h2,79,84,291,discoveredAttack kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/hcHVOtPr#41,
aHdFk,1000,3r2k1/p5p1/4p2p/1p5P/7N/2Q1P3/PPq5/K5R1 b - - 0 29,d8d1 g1d1 c2d1 c3c1 d1c1,76,100,863,endgame long master mate mateIn3,https://lichess.org/xM8sw1wb#57,
shYxT,1000,3r1k2/1b3pqp/pp1bp1pN/8/7Q/2r1P3/5PPP/1BR1R1K1 w - - 0 29,h4d8,78,78,404,hangingPiece master mate mateIn1 middlegame oneMove,https://lichess.org/fFB1LFVp/black#56,
I2gdn,1000,3k1r2/2p5/pp1p4/3q2bp/1P4p1/8/P1P3PP/4QR1K w - - 0 28,f1f8 d8d7 e1e8,80,91,487,dovetailMate endgame mate mateIn2 short,https://lichess.org/iRRm90GO/black#54,
KxVeu,1000,7k/5p1p/p3pNp1/1p2P3/3r1PP1/1q6/7P/2R3K1 w - - 0 31,c1c8 d4d8 c8d8 h8g7 d8g8 g7h6 g4g5,76,100,654,endgame mate mateIn4 veryLong,https://lichess.org/gPONqeWk/black#60,
Uqejz,1000,1rbq1b1r/1pNnk1pp/p2p1p2/4p1B1/2Q1P3/8/PPP2PPP/R3KB1R w KQ - 0 13,c4e6,76,100,178,mate mateIn1 oneMove opening,https://lichess.org/ZZXy9fYi/black#24,Sicilian_Defense Sicilian_Defense_Open
865c1,1000,7R/pQ3p1p/2p1Nqpk/8/4R3/8/P1P2PPP/6K1 b - - 0 23,f6a1 b7b1 a1b1 e4e1 b1e1,77,95,4477,endgame fork long mate mateIn3,https://lichess.org/EhX0tu6c#45,
ZljXA,1000,1k2r3/2p2pp1/1pPP1n2/7p/2q5/5P2/6PP/R2QB2K b - - 0 26,c4f1,135,55,51,endgame mate mateIn1 oneMove,https://lichess.org/JveprmV1#51,
HiAY3,1000,r3r1k1/1pp1Bp1p/8/3P1p2/p1q2P2/3R4/2P3PP/KR6 w - - 1 28,d3g3 g8h8 e7f6,82,93,215,endgame mate mateIn2 short,https://lichess.org/pZMEy5Ox/black#54,
3Vw2F,1000,5bk1/q4N1p/6p1/8/1pQ5/6P1/r4PBP/1R4K1 b - - 0 40,a7f2 g1h1 f2g2,85,93,564,mate mateIn2 middlegame short,https://lichess.org/sBbaABnH#79,
01d6R,1000,8/p5pk/1p5p/8/3P3Q/4p3/Pr4PP/6K1 b - - 3 39,b2b1 h4e1 b1e1,282,100,3,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/qJ3XXvV0#77,
R3PUH,1000,7r/3R3p/k1n2ppb/2p5/2N1p3/1R6/rP2KPPP/8 w - - 2 30,b3b6,77,100,190,mate mateIn1 middlegame oneMove,https://lichess.org/G4XkdrTn/black#58,
qZW35,1000,6k1/4rppp/p7/1p2P3/8/1P3Q2/q4PPP/5RK1 w - - 0 32,f3a8 e7e8 a8e8,88,95,154,endgame mate mateIn2 short,https://lichess.org/4l9M5xOw/black#62,
2mK19,1000,5rk1/4bp1R/2npb1p1/qB2p1P1/1p2P3/4BP2/1PPQ4/1K5R b - - 2 23,a5a2 b1c1 a2a1,79,93,351,mate mateIn2 middlegame queensideAttack short,https://lichess.org/GytKxJjx#45,
1FHBF,1000,2k3n1/1b3q1p/1np5/1p2Q3/1P2P3/2N5/2Pr1PPP/R3R1K1 b - - 1 22,f7f2 g1h1 f2g2,76,89,487,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/7wOdYGrM#43,
y4TCP,1000,1k1r3r/p1p2p2/1bpq4/1p2p3/1PP1P1p1/P5Q1/1B2NPP1/1R1R2K1 b - - 0 19,d6d1 b1d1 d8d1,104,64,45,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/avivQEOo#37,Ruy_Lopez Ruy_Lopez_Classical_Variation
FPP2K,1000,r2qk2r/ppp2p2/2N1b2p/b5p1/Q7/2P3B1/P3PPPP/R3KB1R b KQkq - 0 14,a5c3,76,85,158,mate mateIn1 middlegame oneMove,https://lichess.org/GbxMvvF5#27,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense
WW3R1,1001,8/8/R4prk/2PR4/3N2pp/1P5P/P3r1PK/8 b - - 1 47,g4g3 h2g1 e2e1,82,91,90,endgame mate mateIn2 short,https://lichess.org/b67VT1dy#93,
kgACE,1001,4rk1r/p2b1ppp/2p5/8/7q/2N2B2/PPP3PP/R1BQ2K1 b - - 9 17,e8e1 d1e1 h4e1,81,82,95,fork mate mateIn2 middlegame short,https://lichess.org/oR4RBCKz#33,Italian_Game Italian_Game_Two_Knights_Defense
CCquO,1001,2r1kb2/pp3pp1/1qr1n3/3QP1Np/5P1P/8/PPP3P1/2KR3R w - - 3 19,d5d7,77,100,95,mate mateIn1 middlegame oneMove,https://lichess.org/nlm2xbiT/black#36,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
PApoA,1001,7k/4r3/p2p1bp1/3Bnq2/2P4P/1P2Q1P1/P7/4R2K w - - 3 39,e3h6 e7h7 h6f8,76,97,2596,mate mateIn2 middlegame short,https://lichess.org/5lmeB2ZH/black#76,
Z5RQX,1001,rnbqk2r/pp3pp1/2p1p2p/8/1b2Q1P1/1P5P/PBPP1P2/R3KBNR b KQkq - 0 9,d8d2,135,67,27,mate mateIn1 oneMove opening,https://lichess.org/rxRhMIqW#17,Caro-Kann_Defense Caro-Kann_Defense_Euwe_Attack
NiIYf,1001,1r5k/2p2n2/4pN1p/3pPp2/1PpP4/r1P5/5qRP/6RK w - - 0 39,g2g8 b8g8 g1g8,77,80,288,arabianMate kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Sg7NDxmK/black#76,
twR67,1001,8/7p/6pk/2p5/ppPp2Pn/3P2QP/2q2R2/5K2 b - - 5 54,c2d1,83,71,94,endgame mate mateIn1 oneMove,https://lichess.org/A5eRqdZx#107,
Ty8ZU,1001,3rr1k1/6pp/5B2/8/2q5/2P3Q1/P4PPP/2N2RK1 b - - 0 26,c4f1 g1f1 d8d1,81,94,703,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/yTHCSNQn#51,
1ZjXm,1001,2kr3r/pp3ppp/2pb4/3p1b2/8/PP1PqN1P/2P1B1P1/R1BQK2R b KQ - 1 15,d6g3 e1f1 e3f2,97,83,49,mate mateIn2 middlegame short,https://lichess.org/pWySgdQx#29,Zukertort_Opening Zukertort_Opening_Slav_Invitation
bDGS4,1001,rn1r2k1/2p2p2/p1b1p2Q/2b3p1/Pp6/4qP2/NP1BN1PP/1BR2K1R b - - 0 22,e3f2,86,93,635,mate mateIn1 middlegame oneMove,https://lichess.org/eKJCrrV2#43,
tHgKr,1001,4r2k/5p1p/p1pQ4/2p3pN/2P1q3/1P4P1/P4K2/8 w - - 2 44,d6f6 h8g8 f6g7,81,91,1309,endgame mate mateIn2 short,https://lichess.org/S21KC4jK/black#86,
5OjO9,1001,8/3K4/8/p7/kp2Q3/Pq6/1P6/8 w - - 0 56,e4c6,77,88,188,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/eV3vW12W/black#110,
s2UFb,1001,r4rk1/p1qQppbp/2p3p1/8/6n1/2N4P/PPP1NPP1/3R1RK1 b - - 0 16,c7h2,79,73,90,mate mateIn1 middlegame oneMove,https://lichess.org/Q1T0DM6E#31,Sicilian_Defense Sicilian_Defense_Open
9qZpX,1001,1k1r2nr/p1p3bq/np1p4/P2Pp3/2P2P2/1N2B3/1P2QRBP/R6K b - - 0 30,h7h2,90,85,47,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/jxS6zTcb#59,
fatjE,1001,4r2k/5Q1p/p4p2/4q3/8/8/P4PPP/3R2K1 b - - 1 32,e5e1 d1e1 e8e1,216,33,3,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/lzpUgkF3#63,
gpfha,1001,1Q6/5k2/2p1qppB/p2n3p/2pP4/P1p4P/1P3PP1/6K1 w - - 0 33,b8f8,181,38,28,endgame master mate mateIn1 oneMove,https://lichess.org/ALfMhELF/black#64,
6cNo3,1001,8/p6p/3p3k/3Pq1p1/8/8/P2Q1PPP/6K1 b - - 1 27,e5a1 d2c1 a1c1,77,83,338,backRankMate endgame mate mateIn2 queenEndgame short,https://lichess.org/FVJVzcTy#53,
Wazk7,1001,r1bq1rk1/p1pp1p2/2p2P1p/2b5/7p/2P5/PP3PPP/RN1QKB1R w KQ - 0 11,d1g4 g8h8 g4g7,80,81,139,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/6x5CLfQc/black#20,Scotch_Game Scotch_Game_Classical_Variation
3AJqD,1001,r5rk/2p3p1/p2p2Qp/8/P1b5/7R/1q3PPP/6K1 w - - 0 34,h3h6 g7h6 g6h6,78,97,3665,endgame mate mateIn2 sacrifice short,https://lichess.org/YStzzcx4/black#66,
VMwTG,1001,6rk/5Q2/1p5p/p7/3b1P2/N5P1/PP2q2P/1R5K b - - 3 36,e2f3,77,86,533,endgame mate mateIn1 oneMove,https://lichess.org/P1q92Md2#71,
wTCgG,1002,r5k1/1p4pp/2pb4/p2p3q/4p3/4PnP1/PPPBNPK1/R2R1Q2 b - - 2 23,h5h2,78,60,121,master mate mateIn1 middlegame oneMove,https://lichess.org/wBsdWvrG#45,
mRtSR,1002,rn1qkb1r/ppp1pppp/5n2/4N3/2BP4/8/PPP3PP/RNBbK2R w KQkq - 0 7,c4f7,86,93,6505,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/nCteTaqa/black#12,
dAdju,1002,r4k1n/3q1pp1/p4b2/1p1p1N2/8/5P1R/PP1BrPKP/8 w - - 0 29,h3h8,209,47,29,master mate mateIn1 middlegame oneMove,https://lichess.org/Q9mHvXhP/black#56,
EaRgE,1002,rn2k2r/p4p2/2pp2p1/1p2p3/4P2P/1P1P1q2/1PP2PQ1/RN3K1R b kq - 0 18,f3d1,89,94,182,mate mateIn1 middlegame oneMove,https://lichess.org/Aohtypj9#35,Bishops_Opening Bishops_Opening_Other_variations
uZr6H,1002,2r5/1b1k4/p3p1pp/3pP3/3NnPB1/6P1/PP5P/1KR5 b - - 2 27,e4d2 b1a1 c8c1,75,100,349,backRankMate deflection endgame mate mateIn2 short,https://lichess.org/OTqDNk6A#53,
ejSvJ,1002,8/6pp/5p2/8/4PPk1/r5P1/5K2/7R w - - 3 41,h1h4,80,80,91,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/8YxckJXH/black#80,
t6iu2,1002,r1r3k1/p4ppp/4p3/3pq3/1P6/P1Rb2P1/1Q3P1P/2R3K1 w - - 0 27,c3c8 a8c8 c1c8,81,70,131,backRankMate mate mateIn2 middlegame short,https://lichess.org/aQ2HH61e/black#52,
bmAjI,1002,rn4k1/ppp3r1/1q2p1Qp/4P3/3P4/2PB4/bP3PPP/2KR3R w - - 1 19,g6e8,80,95,1074,mate mateIn1 middlegame oneMove,https://lichess.org/QGylwNIz/black#36,French_Defense French_Defense_Classical_Variation
7Ha8o,1002,r3k2r/ppp2p2/2p5/2b3B1/4P1P1/2NP4/PPP4p/R2Q2RK b kq - 0 18,h2g1q,84,85,1508,advancedPawn doubleCheck kingsideAttack mate mateIn1 middlegame oneMove promotion,https://lichess.org/9fZSJvTw#35,Russian_Game Russian_Game_Stafford_Gambit
rFdQ3,1002,4rr1k/1p4pp/p4p2/3Q4/1P6/2PR4/P2q2PP/R5K1 b - - 0 27,e8e1 a1e1 d2e1,82,94,85,endgame mate mateIn2 short,https://lichess.org/WuiaO7ab#53,
2QlSw,1002,3QR3/5pkp/2q3p1/8/8/6PP/1b3P1K/2q5 w - - 0 37,e8g8 g7h6 d8h4,75,96,2612,endgame master masterVsMaster mate mateIn2 short,https://lichess.org/7MgibhaR/black#72,
PBneL,1002,3b4/3bN2p/8/pPp3p1/P1Pp1pP1/4kP1P/4B3/4K3 w - - 5 41,e7d5,84,90,1066,endgame mate mateIn1 oneMove,https://lichess.org/wXCcXVNo/black#80,
JBclK,1002,rn4k1/ppq2ppp/2p4b/8/4Q2P/2P2B2/PP6/3R1K1R w - - 2 22,e4e8,82,54,55,mate mateIn1 middlegame oneMove,https://lichess.org/UfrQneuX/black#42,
vGyMh,1002,1rb4r/1p1nkppp/4p3/3pN3/1N1PnP2/2P5/q4PPP/1R1QKB1R b K - 2 15,a2f2,76,93,434,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/cZd4DtK8#29,Rapport-Jobava_System Rapport-Jobava_System_Other_variations
0Gydd,1002,5rk1/p1q3p1/6R1/1p3rB1/2pP2Q1/2P4P/PP4Pb/R6K b - - 2 25,f5f1 a1f1 f8f1,130,85,16,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/qUvtPFLa#49,
6w1QD,1003,2r1r3/pb1qnpk1/1p6/3NPpPQ/1b1P4/8/PP3PP1/1K1R4 w - - 2 32,h5h6 g7g8 d5f6,81,90,1233,mate mateIn2 middlegame short,https://lichess.org/21siRgGy/black#62,
bqRwl,1003,8/4Npk1/7p/r7/1R2B1p1/P3PbP1/R4P1K/8 b - - 1 37,a5h5 h2g1 h5h1,76,73,99,endgame mate mateIn2 short,https://lichess.org/MZzpSbWM#73,
mJ7uH,1003,5r2/p7/1p3qk1/5p2/7R/4PQP1/P5PK/3r4 w - - 7 34,f3h5 g6g7 h5h7,97,93,254,endgame fork mate mateIn2 short,https://lichess.org/Em8R6TWZ/black#66,
C9Zuv,1003,7r/pq3pk1/5pb1/8/6P1/1P6/P4Q2/2R2RK1 b - - 1 27,b7h1,97,100,37,endgame mate mateIn1 oneMove,https://lichess.org/3HMZXjKr#53,
Jz4DP,1003,2rq2k1/pbR2pp1/1p2p2p/2n5/2P2Q2/7P/PP3PP1/5BK1 w - - 15 31,f4f7 g8h8 f7g7,81,95,369,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/O5H8lo0p/black#60,
Da20D,1003,3r2k1/p3Rp1p/1p4p1/2pr1q2/8/P1Q3P1/1P3P1P/4R1K1 w - - 2 28,e7e8 d8e8 e1e8,167,50,26,endgame mate mateIn2 short,https://lichess.org/SBSROEdP/black#54,
9rOYf,1003,r5k1/2p2r2/p1n1Rq2/1p1p2N1/8/7Q/PPP2PPP/3R2K1 b - - 0 22,f6f2 g1h1 f2f1 d1f1 f7f1,110,100,23,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/ufKTtIDu#43,
isqXx,1003,8/3rR3/6kp/1p6/5R2/2P5/PP3PPP/6K1 b - - 0 35,d7d1 e7e1 d1e1,77,77,91,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/Txh1sTpG#69,
